Name,SMILES,Binary_efficiency,Lipid_ratio,Chol_ratio,Helper_ratio,PEG-ratio
nbt1402-O13&A24,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(O)CO,0,84.10225825,6.95976766,0,8.937974093
nbt1402-O13&A25,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C(CO)CO,0,84.10225825,6.95976766,0,8.937974093
nbt1402-O13&A26,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C(C)(CO)CO,0,83.79080688,7.096115901,0,9.113077215
nbt1402-O13&A28,CCCCCCCCCCCCCOC(=O)CCN(CCCCO)CCC(=O)OCCCCCCCCCCCCC,0,84.14622968,6.940517695,0,8.913252623
nbt1402-O13&A31,CCCCCCCCCCCCCOC(=O)CCN(CCOCCO)CCC(=O)OCCCCCCCCCCCCC,0,83.79080688,7.096115901,0,9.113077215
nbt1402-O13&A32,CCCCCCCCCCCCCOC(=O)CCN(CCCCCO)CCC(=O)OCCCCCCCCCCCCC,0,83.83445316,7.077008284,0,9.088538553
nbt1402-O13&A33,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)(C)CO,0,83.83445316,7.077008284,0,9.088538553
nbt1402-O13&A34,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C(CC)(CO)CO,0,83.48165377,7.231458006,0,9.286888223
nbt1402-O13&A36,CCCCCCCCCCCCCOC(=O)CCN(CCCCCCO)CCC(=O)OCCCCCCCCCCCCC,0,83.52497849,7.212491164,0,9.262530348
nbt1402-O13&A38,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C1CCC(O)CC1,0,83.56931639,7.193080765,0,9.237602843
nbt1402-O13&A60,CCCCCCCCCCCCCOC(=O)CCN(C)CCN(C)CCC(=O)OCCCCCCCCCCCCC,0,84.168188,6.930904706,0,8.90090729
nbt1402-O13&A61,CCCCCCCCCCCCCOC(=O)CCN(CC)CCN(CC)CCC(=O)OCCCCCCCCCCCCC,0,83.54661373,7.203019614,0,9.250366657
nbt1402-O13&A62,CCCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCCCCC)C(C)C)C(C)C,0,82.93415269,7.471144898,0,9.594702411
nbt1402-O13&A63,CCCCCCCCCCCCCOC(=O)CCN(C)CCCN(C)CCC(=O)OCCCCCCCCCCCCC,0,83.85624905,7.067466408,0,9.076284546
nbt1402-O13&A64,CCCCCCCCCCCCCOC(=O)CCN(CC)CCCN(CC)CCC(=O)OCCCCCCCCCCCCC,0,83.23925663,7.337575455,0,9.423167917
nbt1402-O13&A70,CCCCCCCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCCCCCCC)CC1,0,83.90093944,7.047901694,0,9.051158865
nbt1402-O13&A75,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CC)CC,0,83.54661373,7.203019614,0,9.250366657
nbt1402-O13&A76,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN1CCCC1,0,83.59097461,7.183599155,0,9.225426233
nbt1402-O13&A77,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC1CCCN1C,0,83.28329163,7.318297662,0,9.398410709
nbt1402-O13&A79,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)C(C)CN(C)C,0,83.85624905,7.067466408,0,9.076284546
nbt1402-O13&A80,CCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCC,0,83.85624905,7.067466408,0,9.076284546
nbt1402-O13&A81,CCCCCCCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCCCCCCC,0,83.23925663,7.337575455,0,9.423167917
nbt1402-O13&A82,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN1CCCCC1,0,83.28329163,7.318297662,0,9.398410709
nbt1402-O13&A86,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCO)CCO,0,82.84876844,7.508524708,0,9.642706854
nbt1402-O13&A87,CCCCCCCCCCCCCOC(=O)CCN(CCCN(CCO)CCO)CCC(=O)OCCCCCCCCCCCCC,1,82.54651517,7.640846177,0,9.812638655
nbt1402-O13&A90,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN1CCOCC1,0,83.24021721,7.337154927,0,9.422627861
nbt1402-O13&A91,CCCCCCCCCCCCCOC(=O)CCN(CCCN1CCOCC1)CCC(=O)OCCCCCCCCCCCCC,0,82.93510625,7.470727448,0,9.594166306
nbt1402-O13&A93,CCCCCCCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCCCCCCC,0,83.34986934,7.289151044,0,9.360979615
nbt1402-O13&A94,CCCCCCCCCCCCCOC(=O)CCN(CCCc1c[nH]cn1)CCC(=O)OCCCCCCCCCCCCC,0,83.34986934,7.289151044,0,9.360979615
nbt1402-O13&A95,CCCCCCCCCCCCCOC(=O)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,0,79.12402911,9.139153809,0,11.73681708
nbt1402-O13&A96,CCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,0,78.84829727,9.259864635,0,11.8918381
nbt1402-O13&A98,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,0,65.486086,15.1096191,0,19.4042949
nbt1402-O13&A99,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,0,74.65027419,11.09768951,0,14.2520363
nbt1402-O13&A100,CCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,0,74.40479283,11.20515718,0,14.39004999
nbt1402-O13&A103,CCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCO)CCC(=O)OCCCCCCCCCCCCC,1,82.84876844,7.508524708,0,9.642706854
nbt1402-O13&A109,CCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,0,78.53613809,9.396522746,0,12.06733917
nbt1402-O14&A1,CCCCCCCCCCCCCCOC(=O)CCN(CCCOC)CCC(=O)OCCCCCCCCCCCCCC,0,83.52497849,7.212491164,0,9.262530348
nbt1402-O14&A6,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC1OCCO1,0,82.91378652,7.480060871,0,9.606152611
nbt1402-O14&A7,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC1COC(C)(C)O1,0,82.61105952,7.612589728,0,9.776350748
nbt1402-O14&A10,CCCCCCCCCCCCCCOC(=O)CCN(CCOC)CCC(=O)OCCCCCCCCCCCCCC,0,83.83445316,7.077008284,0,9.088538553
nbt1402-O14&A11,CCCCCCCCCCCCCCOC(=O)CCN(CCOCC)CCC(=O)OCCCCCCCCCCCCCC,1,83.52497849,7.212491164,0,9.262530348
nbt1402-O14&A13,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(COC)OC,1,82.87014129,7.499168028,0,9.630690682
nbt1402-O14&A15,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC1CCCO1,0,83.26179254,7.327709609,0,9.410497856
nbt1402-O14&A17,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCc1ccc(OC)c(OC)c1,0,81.54846823,8.077774574,0,10.3737572
nbt1402-O14&A20,CCCCCCCCCCCCCCOC(=O)CCN(CCCO)CCC(=O)OCCCCCCCCCCCCCC,0,83.83445316,7.077008284,0,9.088538553
nbt1402-O14&A21,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C[C@@H](C)O,0,83.83445316,7.077008284,0,9.088538553
nbt1402-O14&A22,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C[C@H](C)O,0,83.83445316,7.077008284,0,9.088538553
nbt1402-O14&A24,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(O)CO,1,83.48165377,7.231458006,0,9.286888223
nbt1402-O14&A25,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C(CO)CO,1,83.48165377,7.231458006,0,9.286888223
nbt1402-O14&A26,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C(C)(CO)CO,1,83.17477356,7.365805071,0,9.459421365
nbt1402-O14&A28,CCCCCCCCCCCCCCOC(=O)CCN(CCCCO)CCC(=O)OCCCCCCCCCCCCCC,0,83.52497849,7.212491164,0,9.262530348
nbt1402-O14&A31,CCCCCCCCCCCCCCOC(=O)CCN(CCOCCO)CCC(=O)OCCCCCCCCCCCCCC,1,83.17477356,7.365805071,0,9.459421365
nbt1402-O14&A32,CCCCCCCCCCCCCCOC(=O)CCN(CCCCCO)CCC(=O)OCCCCCCCCCCCCCC,0,83.21778026,7.346977453,0,9.435242287
nbt1402-O14&A33,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(C)(C)CO,0,83.21778026,7.346977453,0,9.435242287
nbt1402-O14&A34,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C(CC)(CO)CO,0,82.87014129,7.499168028,0,9.630690682
nbt1402-O14&A36,CCCCCCCCCCCCCCOC(=O)CCN(CCCCCCO)CCC(=O)OCCCCCCCCCCCCCC,0,82.91283345,7.480478107,0,9.60668844
nbt1402-O14&A38,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C1CCC(O)CC1,0,82.95652367,7.461351253,0,9.582125073
nbt1402-O14&A60,CCCCCCCCCCCCCCOC(=O)CCN(C)CCN(C)CCC(=O)OCCCCCCCCCCCCCC,0,83.54661373,7.203019614,0,9.250366657
nbt1402-O14&A61,CCCCCCCCCCCCCCOC(=O)CCN(CC)CCN(CC)CCC(=O)OCCCCCCCCCCCCCC,0,82.93415269,7.471144898,0,9.594702411
nbt1402-O14&A62,CCCCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCCCCCC)C(C)C)C(C)C,0,82.33060593,7.735367661,0,9.934026412
nbt1402-O14&A63,CCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(C)CCC(=O)OCCCCCCCCCCCCCC,0,83.23925663,7.337575455,0,9.423167917
nbt1402-O14&A64,CCCCCCCCCCCCCCOC(=O)CCN(CC)CCCN(CC)CCC(=O)OCCCCCCCCCCCCCC,0,82.63127723,7.603738751,0,9.764984017
nbt1402-O14&A70,CCCCCCCCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCCCCCCCC)CC1,0,83.28329163,7.318297662,0,9.398410709
nbt1402-O14&A75,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CC)CC,0,82.93415269,7.471144898,0,9.594702411
nbt1402-O14&A76,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCCC1,0,82.97786539,7.452008204,0,9.570126407
nbt1402-O14&A77,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC1CCCN1C,0,82.67467115,7.584741612,0,9.740587236
nbt1402-O14&A79,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C(C)CN(C)C,0,83.23925663,7.337575455,0,9.423167917
nbt1402-O14&A80,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCC,0,83.23925663,7.337575455,0,9.423167917
nbt1402-O14&A81,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCCCCCCCC,0,82.63127723,7.603738751,0,9.764984017
nbt1402-O14&A82,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCCCC1,0,82.67467115,7.584741612,0,9.740587236
nbt1402-O14&A86,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CCO)CCO,1,82.24645927,7.77220567,0,9.981335055
nbt1402-O14&A87,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCO)CCO)CCC(=O)OCCCCCCCCCCCCCC,0,81.94857688,7.902613641,0,10.14880948
nbt1402-O14&A90,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCOCC1,0,82.63222384,7.603324343,0,9.764451821
nbt1402-O14&A91,CCCCCCCCCCCCCCOC(=O)CCN(CCCN1CCOCC1)CCC(=O)OCCCCCCCCCCCCCC,0,82.33154565,7.734956265,0,9.933498082
nbt1402-O14&A93,CCCCCCCCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCCCCCCCC,0,82.74027896,7.556019603,0,9.703701439
nbt1402-O14&A94,CCCCCCCCCCCCCCOC(=O)CCN(CCCc1c[nH]cn1)CCC(=O)OCCCCCCCCCCCCCC,0,82.74027896,7.556019603,0,9.703701439
nbt1402-O14&A95,CCCCCCCCCCCCCCOC(=O)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,1,78.30255891,9.498779835,0,12.19866125
nbt1402-O14&A96,CCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,0,78.03251291,9.617001496,0,12.35048559
nbt1402-O14&A98,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,0,64.36830034,15.59896712,0,20.03273253
nbt1402-O14&A99,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,1,73.67794106,11.52336083,0,14.79869811
nbt1402-O14&A100,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,0,73.43880268,11.62805164,0,14.93314568
nbt1402-O14&A103,CCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCO)CCC(=O)OCCCCCCCCCCCCCC,1,82.24645927,7.77220567,0,9.981335055
nbt1402-O14&A109,CCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,0,77.72676715,9.75085192,0,12.52238093
nbt1402-O14&A113,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,1,72.71414865,11.94529316,0,15.34055819
nbt1402-O15&A1,CCCCCCCCCCCCCCCOC(=O)CCN(CCCOC)CCC(=O)OCCCCCCCCCCCCCCC,1,82.91283345,7.480478107,0,9.60668844
nbt1402-O15&A6,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC1OCCO1,0,82.31053507,7.744154351,0,9.945310583
nbt1402-O15&A7,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CC1COC(C)(C)O1,0,82.01218919,7.874765227,0,10.11304558
nbt1402-O15&A10,CCCCCCCCCCCCCCCOC(=O)CCN(CCOC)CCC(=O)OCCCCCCCCCCCCCCC,0,83.21778026,7.346977453,0,9.435242287
nbt1402-O15&A11,CCCCCCCCCCCCCCCOC(=O)CCN(CCOCC)CCC(=O)OCCCCCCCCCCCCCCC,0,82.91283345,7.480478107,0,9.60668844
nbt1402-O15&A13,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CC(COC)OC,0,82.26752246,7.762984558,0,9.969492985
nbt1402-O15&A15,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CC1CCCO1,0,82.65348509,7.594016517,0,9.752498389
nbt1402-O15&A17,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCc1ccc(OC)c(OC)c1,0,80.96485043,8.333272766,0,10.70187681
nbt1402-O15&A20,CCCCCCCCCCCCCCCOC(=O)CCN(CCCO)CCC(=O)OCCCCCCCCCCCCCCC,0,83.21778026,7.346977453,0,9.435242287
nbt1402-O15&A21,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C[C@@H](C)O,0,83.21778026,7.346977453,0,9.435242287
nbt1402-O15&A22,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C[C@H](C)O,0,83.21778026,7.346977453,0,9.435242287
nbt1402-O15&A24,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CC(O)CO,0,82.87014129,7.499168028,0,9.630690682
nbt1402-O15&A25,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C(CO)CO,0,82.87014129,7.499168028,0,9.630690682
nbt1402-O15&A26,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C(C)(CO)CO,1,82.56773234,7.631557651,0,9.800710011
nbt1402-O15&A28,CCCCCCCCCCCCCCCOC(=O)CCN(CCCCO)CCC(=O)OCCCCCCCCCCCCCCC,0,82.91283345,7.480478107,0,9.60668844
nbt1402-O15&A31,CCCCCCCCCCCCCCCOC(=O)CCN(CCOCCO)CCC(=O)OCCCCCCCCCCCCCCC,1,82.56773234,7.631557651,0,9.800710011
nbt1402-O15&A32,CCCCCCCCCCCCCCCOC(=O)CCN(CCCCCO)CCC(=O)OCCCCCCCCCCCCCCC,1,82.61011341,7.613003923,0,9.776882671
nbt1402-O15&A33,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CC(C)(C)CO,0,82.61011341,7.613003923,0,9.776882671
nbt1402-O15&A34,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C(CC)(CO)CO,0,82.26752246,7.762984558,0,9.969492985
nbt1402-O15&A36,CCCCCCCCCCCCCCCOC(=O)CCN(CCCCCCO)CCC(=O)OCCCCCCCCCCCCCCC,0,82.30959582,7.744565538,0,9.945838643
nbt1402-O15&A38,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C1CCC(O)CC1,0,82.35265244,7.725716061,0,9.921631494
nbt1402-O15&A60,CCCCCCCCCCCCCCCOC(=O)CCN(C)CCN(C)CCC(=O)OCCCCCCCCCCCCCCC,0,82.93415269,7.471144898,0,9.594702411
nbt1402-O15&A61,CCCCCCCCCCCCCCCOC(=O)CCN(CC)CCN(CC)CCC(=O)OCCCCCCCCCCCCCCC,0,82.33060593,7.735367661,0,9.934026412
nbt1402-O15&A62,CCCCCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCCCCCCCCCC)C(C)C)C(C)C,0,81.73578022,7.995772489,0,10.26844729
nbt1402-O15&A63,CCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(C)CCC(=O)OCCCCCCCCCCCCCCC,0,82.63127723,7.603738751,0,9.764984017
nbt1402-O15&A64,CCCCCCCCCCCCCCCOC(=O)CCN(CC)CCCN(CC)CCC(=O)OCCCCCCCCCCCCCCC,0,82.0321148,7.866042126,0,10.10184307
nbt1402-O15&A70,CCCCCCCCCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCCCCCCCCC)CC1,0,82.67467115,7.584741612,0,9.740587236
nbt1402-O15&A75,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN(CC)CC,0,82.33060593,7.735367661,0,9.934026412
nbt1402-O15&A76,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN1CCCC1,0,82.37368454,7.716508558,0,9.9098069
nbt1402-O15&A77,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC1CCCN1C,1,82.07488154,7.847319558,0,10.07779891
nbt1402-O15&A79,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C(C)CN(C)C,0,82.63127723,7.603738751,0,9.764984017
nbt1402-O15&A80,CCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCC,1,82.63127723,7.603738751,0,9.764984017
nbt1402-O15&A81,CCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCCCCCCCCC,1,82.0321148,7.866042126,0,10.10184307
nbt1402-O15&A82,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN1CCCCC1,0,82.07488154,7.847319558,0,10.07779891
nbt1402-O15&A86,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN(CCO)CCO,0,81.65284446,8.03208039,0,10.31507515
nbt1402-O15&A87,CCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCO)CCO)CCC(=O)OCCCCCCCCCCCCCCC,1,81.35923881,8.160616072,0,10.48014511
nbt1402-O15&A90,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN1CCOCC1,0,82.03304772,7.865633707,0,10.10131857
nbt1402-O15&A91,CCCCCCCCCCCCCCCOC(=O)CCN(CCCN1CCOCC1)CCC(=O)OCCCCCCCCCCCCCCC,0,81.73670642,7.995367015,0,10.26792656
nbt1402-O15&A93,CCCCCCCCCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCCCCCCCCC,0,82.13954048,7.819012946,0,10.04144658
nbt1402-O15&A94,CCCCCCCCCCCCCCCOC(=O)CCN(CCCc1c[nH]cn1)CCC(=O)OCCCCCCCCCCCCCCC,0,82.13954048,7.819012946,0,10.04144658
nbt1402-O15&A95,CCCCCCCCCCCCCCCOC(=O)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,0,77.49797055,9.851015275,0,12.65101417
nbt1402-O15&A96,CCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,1,77.23343631,9.966823978,0,12.79973971
nbt1402-O15&A98,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,0,63.28803337,16.07189009,0,20.64007654
nbt1402-O15&A99,CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,0,72.73061186,11.93808584,0,15.3313023
nbt1402-O15&A100,CCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,1,72.49757377,12.04010605,0,15.46232018
nbt1402-O15&A109,CCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,1,76.93390833,10.09795236,0,12.96813931
nbt1402-O18&A1,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCOC)CCC(=O)OCCCCCCCCCCCCCCCCCC,0,81.12907623,8.261377434,0,10.60954634
nbt1402-O18&A6,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC1OCCO1,0,80.55232421,8.513869903,0,10.93380589
nbt1402-O18&A7,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CC1COC(C)(C)O1,0,80.26656583,8.63897018,0,11.09446399
nbt1402-O18&A10,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCOC)CCC(=O)OCCCCCCCCCCCCCCCCCC,0,81.42102004,8.133569275,0,10.44541068
nbt1402-O18&A11,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCOCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,0,81.12907623,8.261377434,0,10.60954634
nbt1402-O18&A13,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CC(COC)OC,0,80.51112907,8.53190445,0,10.95696648
nbt1402-O18&A15,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CC1CCCO1,0,80.88075018,8.37009046,0,10.74915936
nbt1402-O18&A17,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCc1ccc(OC)c(OC)c1,0,79.26306486,9.078286262,0,11.65864888
nbt1402-O18&A20,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCO)CCC(=O)OCCCCCCCCCCCCCCCCCC,0,81.42102004,8.133569275,0,10.44541068
nbt1402-O18&A21,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)C[C@@H](C)O,0,81.42102004,8.133569275,0,10.44541068
nbt1402-O18&A22,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)C[C@H](C)O,0,81.42102004,8.133569275,0,10.44541068
nbt1402-O18&A24,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CC(O)CO,0,81.08820078,8.279272027,0,10.63252719
nbt1402-O18&A25,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(CO)CO,0,81.08820078,8.279272027,0,10.63252719
